League,Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HR,AR,HS,AS,year_month
UEFA Euro,2024-06-25,Denmark,Serbia,0.0,0.0,,,,,,,,,2024-06
UEFA Euro,2024-06-24,Croatia,Italy,1.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-24,Albania,Spain,0.0,1.0,,,,,,,,,2024-06
Copa América,2024-06-24,Colombia,Paraguay,2.0,1.0,,,,,,,,,2024-06
Copa América,2024-06-24,Brazil,Costa Rica,0.0,0.0,,,,,,,,,2024-06
Copa América,2024-06-23,United States,Bolivia,2.0,0.0,,,,,,,,,2024-06
UEFA Euro,2024-06-23,Germany,Switzerland,1.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-23,Scotland,Hungary,0.0,1.0,,,,,,,,,2024-06
Copa América,2024-06-23,Uruguay,Panama,3.0,1.0,,,,,,,,,2024-06
Oceania Nations Cup,2024-06-22,Samoa,Papua New Guinea,1.0,2.0,,,,,,,,,2024-06
UEFA Euro,2024-06-22,Turkey,Portugal,0.0,3.0,,,,,,,,,2024-06
UEFA Euro,2024-06-22,Belgium,Romania,2.0,0.0,,,,,,,,,2024-06
Oceania Nations Cup,2024-06-22,Fiji,Tahiti,1.0,0.0,,,,,,,,,2024-06
Copa América,2024-06-22,Ecuador,Venezuela,1.0,2.0,,,,,,,,,2024-06
UEFA Euro,2024-06-22,Georgia,Czech Republic,1.0,1.0,,,,,,,,,2024-06
Copa América,2024-06-22,Mexico,Jamaica,1.0,0.0,,,,,,,,,2024-06
Oceania Nations Cup,2024-06-21,Vanuatu,New Zealand,0.0,4.0,,,,,,,,,2024-06
Copa América,2024-06-21,Peru,Chile,0.0,0.0,,,,,,,,,2024-06
UEFA Euro,2024-06-21,Slovakia,Ukraine,1.0,2.0,,,,,,,,,2024-06
UEFA Euro,2024-06-21,Netherlands,France,0.0,0.0,,,,,,,,,2024-06
UEFA Euro,2024-06-21,Poland,Austria,1.0,3.0,,,,,,,,,2024-06
UEFA Euro,2024-06-20,Denmark,England,1.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-20,Spain,Italy,1.0,0.0,,,,,,,,,2024-06
UEFA Euro,2024-06-20,Slovenia,Serbia,1.0,1.0,,,,,,,,,2024-06
Copa América,2024-06-20,Argentina,Canada,2.0,0.0,,,,,,,,,2024-06
UEFA Euro,2024-06-19,Croatia,Albania,2.0,2.0,,,,,,,,,2024-06
Oceania Nations Cup,2024-06-19,Papua New Guinea,Tahiti,1.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-19,Scotland,Switzerland,1.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-19,Germany,Hungary,2.0,0.0,,,,,,,,,2024-06
Oceania Nations Cup,2024-06-19,Fiji,Samoa,9.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-18,Turkey,Georgia,3.0,1.0,,,,,,,,,2024-06
Oceania Nations Cup,2024-06-18,New Zealand,Solomon Islands,3.0,0.0,,,,,,,,,2024-06
UEFA Euro,2024-06-18,Portugal,Czech Republic,2.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-17,Belgium,Slovakia,0.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-17,Romania,Ukraine,3.0,0.0,,,,,,,,,2024-06
UEFA Euro,2024-06-17,Austria,France,0.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-16,Poland,Netherlands,1.0,2.0,,,,,,,,,2024-06
UEFA Euro,2024-06-16,Serbia,England,0.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-16,Slovenia,Denmark,1.0,1.0,,,,,,,,,2024-06
Oceania Nations Cup,2024-06-16,Fiji,Papua New Guinea,5.0,1.0,,,,,,,,,2024-06
Oceania Nations Cup,2024-06-16,Tahiti,Samoa,2.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-16,Panama,Paraguay,0.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-16,Ecuador,Honduras,2.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-15,Spain,Croatia,3.0,0.0,,,,,,,,,2024-06
Oceania Nations Cup,2024-06-15,Vanuatu,Solomon Islands,1.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-15,Colombia,Bolivia,3.0,0.0,,,,,,,,,2024-06
UEFA Euro,2024-06-15,Italy,Albania,2.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-15,Hungary,Switzerland,1.0,3.0,,,,,,,,,2024-06
Friendly,2024-06-14,Argentina,Guatemala,4.0,1.0,,,,,,,,,2024-06
UEFA Euro,2024-06-14,Germany,Scotland,5.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-14,El Salvador,Peru,0.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-12,United States,Brazil,1.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-12,Ecuador,Bolivia,3.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Guyana,Belize,3.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Australia,Palestine,5.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Cuba,Cayman Islands,3.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Saint Kitts and Nevis,Bahamas,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Saint Lucia,Aruba,2.0,2.0,,,,,,,,,2024-06
Friendly,2024-06-11,Azerbaijan,Kazakhstan,3.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Dominican Republic,British Virgin Islands,4.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Japan,Syria,5.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Iraq,Vietnam,3.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Qatar,India,2.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,United Arab Emirates,Bahrain,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Lebanon,Bangladesh,4.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Iran,Uzbekistan,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Saudi Arabia,Jordan,1.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Tajikistan,Pakistan,3.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Puerto Rico,Anguilla,8.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Indonesia,Philippines,2.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,South Korea,China,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Chad,Comoros,0.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,North Korea,Myanmar,4.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Thailand,Singapore,3.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Yemen,Nepal,2.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Oman,Kyrgyzstan,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Malaysia,Taiwan,3.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Zambia,Tanzania,0.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-11,Chile,Paraguay,3.0,0.0,,,,,,,,,2024-06
Baltic Cup,2024-06-11,Latvia,Faroe Islands,1.0,0.0,,,,,,,,,2024-06
Baltic Cup,2024-06-11,Lithuania,Estonia,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,South Africa,Zimbabwe,3.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Cape Verde,Libya,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Mauritius,Eswatini,2.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Angola,Cameroon,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Seychelles,Burundi,1.0,3.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Morocco,Congo,6.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Kenya,Ivory Coast,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Gabon,Gambia,3.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,South Sudan,Sudan,0.0,3.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Madagascar,Mali,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Lesotho,Rwanda,0.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-11,Moldova,Ukraine,0.0,4.0,,,,,,,,,2024-06
Friendly,2024-06-11,San Marino,Cyprus,1.0,4.0,,,,,,,,,2024-06
Friendly,2024-06-11,Portugal,Republic of Ireland,3.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-11,Mongolia,Cambodia,2.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Kuwait,Afghanistan,1.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-11,Israel,Belarus,4.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-11,Greece,Malta,2.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-11,Andorra,Northern Ireland,0.0,2.0,,,,,,,,,2024-06
Friendly,2024-06-11,Brunei,Sri Lanka,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-11,Turkmenistan,Hong Kong,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-10,Somalia,Botswana,1.0,3.0,,,,,,,,,2024-06
Friendly,2024-06-10,Poland,Turkey,2.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-10,Czech Republic,North Macedonia,2.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-10,Guinea-Bissau,Egypt,1.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-10,Netherlands,Iceland,4.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-10,Uganda,Algeria,1.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-10,Ghana,Central African Republic,4.0,3.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-10,Guinea,Mozambique,0.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-10,Burkina Faso,Sierra Leone,2.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-10,Equatorial Guinea,Malawi,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-10,Benin,Nigeria,2.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-09,São Tomé and Príncipe,Liberia,0.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-09,Namibia,Tunisia,0.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-09,Slovakia,Wales,4.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-09,Montenegro,Georgia,1.0,3.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-09,Montserrat,Panama,1.0,3.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-09,Djibouti,Ethiopia,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-09,Mauritania,Senegal,0.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-09,DR Congo,Togo,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-09,Barbados,Haiti,1.0,3.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-09,Bermuda,Honduras,1.0,6.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-09,Grenada,Costa Rica,0.0,3.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-09,Dominica,Jamaica,2.0,3.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-09,Saint Vincent and the Grenadines,El Salvador,1.0,3.0,,,,,,,,,2024-06
Friendly,2024-06-09,France,Canada,0.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-09,Italy,Bosnia and Herzegovina,1.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-09,Argentina,Ecuador,1.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-08,United States,Colombia,1.0,5.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-08,Cameroon,Cape Verde,4.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-08,Gambia,Seychelles,5.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-08,Cayman Islands,Antigua and Barbuda,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-08,Bahamas,Trinidad and Tobago,1.0,7.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-08,Aruba,Curaçao,0.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-08,Belize,Nicaragua,0.0,4.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-08,British Virgin Islands,Guatemala,0.0,3.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-08,Anguilla,Suriname,0.0,4.0,,,,,,,,,2024-06
Friendly,2024-06-08,Sweden,Serbia,0.0,3.0,,,,,,,,,2024-06
Friendly,2024-06-08,Switzerland,Austria,1.0,1.0,,,,,,,,,2024-06
Baltic Cup,2024-06-08,Latvia,Lithuania,0.0,2.0,,,,,,,,,2024-06
Friendly,2024-06-08,Slovenia,Bulgaria,1.0,1.0,,,,,,,,,2024-06
Baltic Cup,2024-06-08,Estonia,Faroe Islands,4.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-08,Moldova,Cyprus,3.0,2.0,,,,,,,,,2024-06
Friendly,2024-06-08,Spain,Northern Ireland,5.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-08,Brunei,Sri Lanka,1.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-08,Portugal,Croatia,1.0,2.0,,,,,,,,,2024-06
Friendly,2024-06-08,Belgium,Luxembourg,3.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-08,Denmark,Norway,3.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-08,Hungary,Israel,3.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-08,Mexico,Brazil,2.0,3.0,,,,,,,,,2024-06
Friendly,2024-06-07,Romania,Liechtenstein,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-07,Morocco,Zambia,2.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-07,Albania,Azerbaijan,3.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-07,Mozambique,Somalia,2.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-07,Uganda,Botswana,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-07,Madagascar,Comoros,2.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-07,Nigeria,South Africa,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-07,Ivory Coast,Gabon,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-07,Zimbabwe,Lesotho,0.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-07,Kenya,Burundi,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-07,Angola,Eswatini,1.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-07,Scotland,Finland,2.0,2.0,,,,,,,,,2024-06
Friendly,2024-06-07,England,Iceland,0.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-07,Armenia,Kazakhstan,2.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-07,Poland,Ukraine,3.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-07,Peru,Paraguay,0.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-07,Czech Republic,Malta,7.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-07,Germany,Greece,2.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-07,Cambodia,Mongolia,2.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-07,Belarus,Russia,0.0,4.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,El Salvador,Puerto Rico,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Kyrgyzstan,Malaysia,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Hong Kong,Iran,2.0,4.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Indonesia,Iraq,0.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Vietnam,Philippines,3.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Jordan,Tajikistan,3.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Pakistan,Saudi Arabia,0.0,3.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Bangladesh,Australia,0.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Panama,Guyana,2.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Palestine,Lebanon,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Honduras,Cuba,3.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Costa Rica,Saint Kitts and Nevis,4.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Haiti,Saint Lucia,2.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Jamaica,Dominican Republic,1.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-06,Gibraltar,Wales,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Taiwan,Oman,0.0,3.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Uzbekistan,Turkmenistan,3.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Nepal,United Arab Emirates,0.0,4.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Singapore,South Korea,0.0,7.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Bahrain,Yemen,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Mali,Ghana,1.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Mauritania,Sudan,0.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Malawi,São Tomé and Príncipe,3.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,China,Thailand,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,North Korea,Syria,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,India,Kuwait,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Afghanistan,Qatar,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Myanmar,Japan,0.0,5.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Algeria,Guinea,1.0,2.0,,,,,,,,,2024-06
Friendly,2024-06-06,Netherlands,Canada,4.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Libya,Mauritius,2.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Benin,Rwanda,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Senegal,DR Congo,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Egypt,Burkina Faso,2.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-06,Guinea-Bissau,Ethiopia,0.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-05,Togo,South Sudan,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-05,Suriname,Saint Vincent and the Grenadines,4.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-05,Guatemala,Dominica,6.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-05,Nicaragua,Montserrat,4.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-05,Curaçao,Barbados,4.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-05,Trinidad and Tobago,Grenada,2.0,2.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-05,Antigua and Barbuda,Bermuda,1.0,1.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-05,Central African Republic,Chad,1.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-05,Tunisia,Equatorial Guinea,1.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-05,Norway,Kosovo,3.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-05,Sierra Leone,Djibouti,2.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-05,Mexico,Uruguay,0.0,4.0,,,,,,,,,2024-06
Friendly,2024-06-05,France,Luxembourg,3.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-05,Denmark,Sweden,2.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-05,Belgium,Montenegro,2.0,0.0,,,,,,,,,2024-06
FIFA World Cup qualification,2024-06-05,Namibia,Liberia,1.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-05,Spain,Andorra,5.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-05,San Marino,Slovakia,0.0,4.0,,,,,,,,,2024-06
Friendly,2024-06-04,Austria,Serbia,2.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-04,Switzerland,Estonia,4.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-04,Romania,Bulgaria,0.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-04,Republic of Ireland,Hungary,2.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-04,Portugal,Finland,4.0,2.0,,,,,,,,,2024-06
Friendly,2024-06-04,Italy,Turkey,0.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-04,Slovenia,Armenia,2.0,1.0,,,,,,,,,2024-06
Friendly,2024-06-03,Gibraltar,Scotland,0.0,2.0,,,,,,,,,2024-06
Friendly,2024-06-03,England,Bosnia and Herzegovina,3.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-03,Germany,Ukraine,0.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-03,Croatia,North Macedonia,3.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-03,Albania,Liechtenstein,3.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-02,Indonesia,Tanzania,0.0,0.0,,,,,,,,,2024-06
Friendly,2024-06-01,Greenland,Turkmenistan,0.0,5.0,,,,,,,,,2024-06
