League,Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HR,AR,HS,AS,year_month
Premiership Escocia,2025-08-31,Dundee,Dundee United,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,5.0,10.0,2025-08
Ligue 1,2025-08-31,Monaco,Strasbourg,3.0,2.0,6.0,5.0,2.0,1.0,0.0,1.0,12.0,12.0,2025-08
Ligue 1,2025-08-31,Angers,Rennes,1.0,1.0,1.0,7.0,2.0,2.0,0.0,0.0,10.0,15.0,2025-08
Premiership Escocia,2025-08-31,Aberdeen,Falkirk,0.0,1.0,5.0,6.0,3.0,5.0,1.0,0.0,12.0,19.0,2025-08
Premiership Escocia,2025-08-31,Rangers,Celtic,0.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,4.0,5.0,2025-08
Eredivisie,2025-08-31,For Sittard,Nijmegen,3.0,2.0,3.0,4.0,4.0,1.0,0.0,0.0,10.0,14.0,2025-08
Premier League,2025-08-31,Aston Villa,Crystal Palace,0.0,3.0,10.0,1.0,2.0,3.0,0.0,0.0,13.0,6.0,2025-08
Ligue 1,2025-08-31,Le Havre,Nice,3.0,1.0,0.0,5.0,1.0,4.0,0.0,0.0,12.0,7.0,2025-08
Serie A,2025-08-31,Genoa,Juventus,0.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,10.0,13.0,2025-08
Jupiler Pro League,2025-08-31,Genk,Waregem,3.0,2.0,5.0,4.0,2.0,2.0,1.0,0.0,11.0,8.0,2025-08
Eredivisie,2025-08-31,Sparta Rotterdam,Feyenoord,0.0,4.0,1.0,9.0,1.0,2.0,1.0,0.0,7.0,24.0,2025-08
Primeira Liga,2025-08-31,Tondela,Estoril,2.0,2.0,3.0,4.0,1.0,3.0,0.0,0.0,14.0,21.0,2025-08
Primeira Liga,2025-08-31,Alverca,Benfica,1.0,2.0,5.0,2.0,4.0,6.0,0.0,1.0,11.0,6.0,2025-08
Primeira Liga,2025-08-31,Rio Ave,Sp Braga,2.0,2.0,1.0,7.0,3.0,2.0,0.0,0.0,5.0,20.0,2025-08
Primeira Liga,2025-08-31,Santa Clara,Estrela,0.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,13.0,3.0,2025-08
Premiership Escocia,2025-08-31,Hibernian,St Mirren,1.0,1.0,10.0,7.0,1.0,1.0,0.0,0.0,17.0,10.0,2025-08
La Liga 2,2025-08-31,Granada,Mirandes,1.0,2.0,6.0,1.0,2.0,2.0,1.0,0.0,15.0,11.0,2025-08
La Liga 2,2025-08-31,Las Palmas,Malaga,0.0,1.0,7.0,3.0,2.0,4.0,0.0,0.0,14.0,9.0,2025-08
Eredivisie,2025-08-31,Zwolle,Utrecht,0.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,6.0,14.0,2025-08
Bundesliga 2,2025-08-30,Braunschweig,Bielefeld,1.0,1.0,3.0,7.0,3.0,3.0,0.0,0.0,8.0,13.0,2025-08
Jupiler Pro League,2025-08-30,Charleroi,Dender,3.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,11.0,9.0,2025-08
League 2,2025-08-30,Barnet,Colchester,1.0,1.0,8.0,3.0,2.0,0.0,0.0,0.0,15.0,7.0,2025-08
League 2,2025-08-30,Crewe,Swindon,0.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,9.0,19.0,2025-08
League 2,2025-08-30,Barrow,Fleetwood Town,0.0,1.0,4.0,9.0,2.0,3.0,1.0,0.0,8.0,19.0,2025-08
Bundesliga 2,2025-08-30,Bochum,Preußen Münster,1.0,2.0,6.0,4.0,3.0,3.0,0.0,0.0,16.0,5.0,2025-08
Bundesliga 2,2025-08-30,Holstein Kiel,Hannover,1.0,2.0,1.0,5.0,2.0,3.0,0.0,0.0,9.0,12.0,2025-08
League 1 Escocia,2025-08-30,Montrose,Peterhead,2.0,1.0,6.0,6.0,4.0,0.0,0.0,0.0,6.0,11.0,2025-08
Championship Escocia,2025-08-30,St Johnstone,Morton,1.0,1.0,13.0,2.0,1.0,3.0,0.0,0.0,22.0,3.0,2025-08
League 1 Escocia,2025-08-30,Queen of Sth,Kelty Hearts,2.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,17.0,7.0,2025-08
League 1 Escocia,2025-08-30,Stenhousemuir,East Fife,1.0,1.0,4.0,4.0,4.0,3.0,0.0,1.0,8.0,8.0,2025-08
League 1 Escocia,2025-08-30,Hamilton,Cove Rangers,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,7.0,7.0,2025-08
Jupiler Pro League,2025-08-30,Mechelen,RAAL La Louviere,3.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,13.0,12.0,2025-08
Jupiler Pro League,2025-08-30,Westerlo,Antwerp,2.0,0.0,5.0,4.0,2.0,3.0,0.0,0.0,16.0,13.0,2025-08
Championship,2025-08-30,QPR,Charlton,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,13.0,13.0,2025-08
La Liga 2,2025-08-30,Santander,Ceuta,4.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,17.0,11.0,2025-08
Bundesliga,2025-08-30,Augsburg,Bayern Munich,2.0,3.0,7.0,5.0,3.0,4.0,0.0,0.0,10.0,20.0,2025-08
La Liga 2,2025-08-30,Castellon,Zaragoza,1.0,1.0,7.0,3.0,2.0,3.0,0.0,0.0,14.0,12.0,2025-08
Championship Escocia,2025-08-30,Ayr,Queens Park,1.0,1.0,6.0,2.0,1.0,2.0,0.0,0.0,14.0,4.0,2025-08
Championship Escocia,2025-08-30,Dunfermline,Ross County,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,8.0,9.0,2025-08
League 1 Escocia,2025-08-30,Inverness C,Alloa,1.0,0.0,9.0,5.0,2.0,1.0,0.0,0.0,14.0,7.0,2025-08
La Liga 2,2025-08-30,Valladolid,Cordoba,0.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,12.0,5.0,2025-08
League 2 Escocia,2025-08-30,East Kilbride,Forfar,5.0,0.0,6.0,4.0,2.0,3.0,0.0,0.0,12.0,9.0,2025-08
League 2 Escocia,2025-08-30,Dumbarton,Edinburgh City,1.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,3.0,12.0,2025-08
League 1,2025-08-30,Bradford,AFC Wimbledon,3.0,2.0,7.0,2.0,0.0,1.0,0.0,0.0,16.0,13.0,2025-08
National League,2025-08-30,Brackley Town,Scunthorpe,1.0,1.0,,,4.0,5.0,0.0,1.0,,,2025-08
National League,2025-08-30,Wealdstone,Rochdale,1.0,3.0,,,1.0,3.0,0.0,0.0,,,2025-08
League 1,2025-08-30,Barnsley,Huddersfield,3.0,1.0,3.0,6.0,1.0,2.0,0.0,1.0,7.0,9.0,2025-08
Bundesliga 2,2025-08-30,Fortuna Dusseldorf,Karlsruhe,0.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,16.0,9.0,2025-08
Championship,2025-08-30,Blackburn,Norwich,0.0,2.0,3.0,9.0,2.0,0.0,1.0,0.0,12.0,15.0,2025-08
Bundesliga,2025-08-30,Werder Bremen,Leverkusen,3.0,3.0,3.0,7.0,4.0,3.0,1.0,0.0,12.0,10.0,2025-08
Serie B,2025-08-30,Cesena,Virtus Entella,1.0,1.0,8.0,2.0,2.0,3.0,0.0,0.0,12.0,9.0,2025-08
Championship,2025-08-30,Ipswich,Derby,2.0,2.0,6.0,3.0,2.0,7.0,0.0,0.0,18.0,10.0,2025-08
National League,2025-08-30,Truro,Boston Utd,3.0,0.0,,,0.0,3.0,0.0,0.0,,,2025-08
Eredivisie,2025-08-30,Volendam,Ajax,1.0,1.0,2.0,7.0,2.0,3.0,0.0,0.0,11.0,13.0,2025-08
Eredivisie,2025-08-30,Heerenveen,Go Ahead Eagles,2.0,2.0,3.0,7.0,3.0,1.0,0.0,0.0,19.0,11.0,2025-08
Championship,2025-08-30,Bristol City,Hull,4.0,2.0,8.0,5.0,1.0,1.0,0.0,0.0,29.0,20.0,2025-08
Turkey Super Lig,2025-08-30,Galatasaray,Rizespor,3.0,1.0,5.0,2.0,1.0,4.0,0.0,0.0,16.0,9.0,2025-08
Eredivisie,2025-08-30,Excelsior,Twente,1.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,8.0,27.0,2025-08
League 1,2025-08-30,Cardiff,Plymouth,4.0,0.0,5.0,5.0,3.0,1.0,0.0,0.0,16.0,8.0,2025-08
League 2 Escocia,2025-08-30,Stirling,Stranraer,1.0,0.0,8.0,10.0,3.0,3.0,0.0,0.0,8.0,14.0,2025-08
League 2 Escocia,2025-08-30,Spartans,Annan Athletic,1.0,0.0,6.0,3.0,2.0,2.0,0.0,0.0,2.0,6.0,2025-08
Serie B,2025-08-30,Spezia,Catanzaro,0.0,0.0,1.0,5.0,3.0,3.0,0.0,0.0,7.0,5.0,2025-08
Serie B,2025-08-30,Palermo,Frosinone,0.0,0.0,6.0,3.0,1.0,3.0,0.0,0.0,13.0,10.0,2025-08
Primeira Liga,2025-08-30,Sp Lisbon,Porto,1.0,2.0,5.0,3.0,3.0,5.0,0.0,0.0,20.0,14.0,2025-08
Turkey Super Lig,2025-08-30,Kasimpasa,Gaziantep,2.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,20.0,9.0,2025-08
Primeira Liga,2025-08-30,Guimaraes,Arouca,1.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,12.0,9.0,2025-08
League 1,2025-08-30,Exeter,Peterboro,3.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,12.0,6.0,2025-08
Championship,2025-08-30,Millwall,Wrexham,0.0,2.0,5.0,2.0,1.0,3.0,0.0,0.0,21.0,6.0,2025-08
Eredivisie,2025-08-30,PSV Eindhoven,Telstar,0.0,2.0,10.0,3.0,1.0,1.0,0.0,0.0,23.0,9.0,2025-08
League 1,2025-08-30,Doncaster,Rotherham,1.0,0.0,2.0,6.0,3.0,1.0,0.0,0.0,13.0,14.0,2025-08
Championship,2025-08-30,Stoke,West Brom,0.0,1.0,5.0,5.0,1.0,2.0,0.0,0.0,13.0,12.0,2025-08
Championship Escocia,2025-08-30,Partick,Raith Rvs,3.0,2.0,7.0,2.0,3.0,4.0,0.0,0.0,10.0,8.0,2025-08
Bundesliga,2025-08-30,Hoffenheim,Ein Frankfurt,1.0,3.0,4.0,5.0,2.0,3.0,0.0,0.0,17.0,9.0,2025-08
Bundesliga,2025-08-30,RB Leipzig,Heidenheim,2.0,0.0,4.0,3.0,2.0,5.0,0.0,0.0,19.0,5.0,2025-08
Bundesliga,2025-08-30,Stuttgart,M'gladbach,1.0,0.0,6.0,10.0,2.0,1.0,0.0,0.0,13.0,15.0,2025-08
Turkey Super Lig,2025-08-30,Antalyaspor,Karagumruk,1.0,2.0,7.0,4.0,0.0,2.0,0.0,0.0,9.0,17.0,2025-08
Turkey Super Lig,2025-08-30,Kocaelispor,Kayserispor,1.0,1.0,4.0,7.0,3.0,2.0,0.0,0.0,10.0,12.0,2025-08
League 1,2025-08-30,Lincoln,Mansfield,1.0,1.0,3.0,11.0,6.0,2.0,1.0,0.0,7.0,14.0,2025-08
Super League Greece,2025-08-30,Larisa,Kifisia,1.0,1.0,2.0,5.0,4.0,5.0,0.0,0.0,15.0,15.0,2025-08
National League,2025-08-30,Sutton,Carlisle,2.0,1.0,,,0.0,1.0,0.0,0.0,,,2025-08
League 2,2025-08-30,Bromley,Harrogate,2.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,17.0,7.0,2025-08
La Liga,2025-08-30,Alaves,Ath Madrid,1.0,1.0,1.0,6.0,2.0,3.0,0.0,0.0,5.0,15.0,2025-08
La Liga,2025-08-30,Oviedo,Sociedad,1.0,0.0,1.0,10.0,2.0,1.0,0.0,0.0,8.0,18.0,2025-08
National League,2025-08-30,Morecambe,Woking,0.0,2.0,,,2.0,2.0,0.0,0.0,,,2025-08
Serie A,2025-08-30,Parma,Atalanta,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,7.0,11.0,2025-08
Serie A,2025-08-30,Napoli,Cagliari,1.0,0.0,13.0,0.0,2.0,1.0,0.0,0.0,20.0,10.0,2025-08
La Liga,2025-08-30,Girona,Sevilla,0.0,2.0,11.0,3.0,0.0,2.0,0.0,0.0,20.0,13.0,2025-08
La Liga,2025-08-30,Real Madrid,Mallorca,2.0,1.0,4.0,5.0,2.0,0.0,0.0,0.0,17.0,9.0,2025-08
Ligue 2,2025-08-30,Bastia,Guingamp,1.0,3.0,6.0,3.0,4.0,2.0,0.0,0.0,10.0,12.0,2025-08
Ligue 2,2025-08-30,Reims,Le Mans,1.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,12.0,5.0,2025-08
Ligue 2,2025-08-30,St Etienne,Grenoble,1.0,1.0,9.0,1.0,2.0,4.0,0.0,1.0,20.0,7.0,2025-08
League 1,2025-08-30,Leyton Orient,Northampton,0.0,1.0,6.0,6.0,5.0,0.0,0.0,0.0,6.0,8.0,2025-08
Serie A,2025-08-30,Pisa,Roma,0.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,7.0,10.0,2025-08
Championship,2025-08-30,Middlesbrough,Sheffield United,1.0,0.0,5.0,9.0,0.0,3.0,0.0,0.0,15.0,8.0,2025-08
Championship Escocia,2025-08-30,Arbroath,Airdrie Utd,1.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,10.0,3.0,2025-08
League 2,2025-08-30,Chesterfield,Crawley Town,2.0,2.0,8.0,5.0,4.0,5.0,0.0,0.0,12.0,3.0,2025-08
Championship,2025-08-30,Oxford,Coventry,2.0,2.0,0.0,5.0,1.0,2.0,0.0,0.0,14.0,15.0,2025-08
League 2,2025-08-30,Grimsby,Bristol Rvs,0.0,1.0,9.0,8.0,1.0,3.0,0.0,0.0,12.0,7.0,2025-08
League 2,2025-08-30,Milton Keynes Dons,Walsall,0.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,18.0,6.0,2025-08
League 2,2025-08-30,Oldham,Gillingham,0.0,1.0,7.0,2.0,5.0,3.0,0.0,0.0,11.0,8.0,2025-08
Championship,2025-08-30,Portsmouth,Preston,1.0,0.0,6.0,4.0,1.0,2.0,0.0,0.0,10.0,13.0,2025-08
Championship,2025-08-30,Sheffield Weds,Swansea,0.0,2.0,2.0,7.0,0.0,2.0,0.0,0.0,9.0,17.0,2025-08
Championship,2025-08-30,Watford,Southampton,2.0,2.0,4.0,5.0,2.0,5.0,0.0,0.0,10.0,12.0,2025-08
League 1,2025-08-30,Burton,Luton,0.0,3.0,6.0,4.0,0.0,1.0,0.0,0.0,8.0,12.0,2025-08
Ligue 1,2025-08-30,Lorient,Lille,1.0,7.0,3.0,8.0,3.0,3.0,0.0,0.0,6.0,20.0,2025-08
Ligue 1,2025-08-30,Nantes,Auxerre,1.0,0.0,3.0,9.0,1.0,3.0,0.0,0.0,4.0,14.0,2025-08
Ligue 1,2025-08-30,Toulouse,Paris SG,3.0,6.0,5.0,7.0,1.0,0.0,0.0,0.0,14.0,13.0,2025-08
League 1,2025-08-30,Reading,Port Vale,1.0,0.0,2.0,6.0,2.0,2.0,0.0,0.0,11.0,14.0,2025-08
League 2,2025-08-30,Cambridge,Newport County,2.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,10.0,4.0,2025-08
Serie A,2025-08-30,Bologna,Como,1.0,0.0,7.0,4.0,4.0,3.0,0.0,0.0,15.0,13.0,2025-08
Primeira Liga,2025-08-30,Casa Pia,Nacional,0.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,9.0,9.0,2025-08
Premier League,2025-08-30,Sunderland,Brentford,2.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0,12.0,7.0,2025-08
National League,2025-08-30,Hartlepool,Boreham Wood,0.0,0.0,,,2.0,1.0,1.0,0.0,,,2025-08
National League,2025-08-30,Halifax,Yeovil,3.0,2.0,,,4.0,2.0,0.0,0.0,,,2025-08
National League,2025-08-30,Gateshead,Aldershot,3.0,3.0,,,4.0,4.0,0.0,0.0,,,2025-08
National League,2025-08-30,Eastleigh,Altrincham,2.0,1.0,,,1.0,3.0,0.0,0.0,,,2025-08
National League,2025-08-30,Braintree Town,Forest Green,0.0,0.0,,,4.0,2.0,0.0,0.0,,,2025-08
National League,2025-08-30,Solihull,Southend,1.0,2.0,,,2.0,0.0,0.0,0.0,,,2025-08
Premiership Escocia,2025-08-30,Livingston,Hearts,1.0,2.0,5.0,9.0,7.0,2.0,0.0,0.0,6.0,14.0,2025-08
League 2 Escocia,2025-08-30,Clyde,Elgin,0.0,0.0,7.0,9.0,3.0,2.0,0.0,0.0,7.0,6.0,2025-08
Primeira Liga,2025-08-30,AVS,Famalicao,0.0,1.0,5.0,9.0,1.0,5.0,0.0,1.0,13.0,11.0,2025-08
Premier League,2025-08-30,Leeds,Newcastle,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,10.0,8.0,2025-08
Premier League,2025-08-30,Wolves,Everton,2.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,12.0,10.0,2025-08
Premier League,2025-08-30,Tottenham,Bournemouth,0.0,1.0,0.0,8.0,2.0,4.0,0.0,0.0,5.0,20.0,2025-08
Serie B,2025-08-30,Mantova,Pescara,2.0,1.0,4.0,5.0,4.0,2.0,0.0,0.0,15.0,10.0,2025-08
Premier League,2025-08-30,Man United,Burnley,3.0,2.0,7.0,1.0,1.0,5.0,0.0,0.0,26.0,6.0,2025-08
League 1,2025-08-30,Wigan,Stockport,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,13.0,8.0,2025-08
League 2,2025-08-30,Shrewsbury,Accrington,0.0,0.0,2.0,6.0,3.0,3.0,0.0,0.0,17.0,9.0,2025-08
Premier League,2025-08-30,Chelsea,Fulham,2.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,13.0,11.0,2025-08
League 1,2025-08-30,Stevenage,Wycombe,1.0,0.0,5.0,2.0,2.0,2.0,0.0,0.0,9.0,10.0,2025-08
League 1,2025-08-30,Blackpool,Bolton,1.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,6.0,17.0,2025-08
Premiership Escocia,2025-08-30,Motherwell,Kilmarnock,2.0,2.0,9.0,0.0,2.0,5.0,0.0,0.0,15.0,7.0,2025-08
Serie B,2025-08-30,Juve Stabia,Venezia,0.0,0.0,6.0,1.0,3.0,1.0,0.0,1.0,17.0,3.0,2025-08
League 2,2025-08-30,Tranmere,Notts County,1.0,2.0,8.0,3.0,5.0,2.0,0.0,0.0,15.0,7.0,2025-08
Super League Greece,2025-08-30,Aris,Panetolikos,0.0,2.0,7.0,2.0,0.0,6.0,0.0,0.0,18.0,12.0,2025-08
Super League Greece,2025-08-30,Panserraikos,OFI Crete,0.0,1.0,3.0,6.0,2.0,2.0,0.0,0.0,13.0,14.0,2025-08
Super League Greece,2025-08-30,Volos NFC,Olympiakos,0.0,2.0,4.0,8.0,2.0,0.0,0.0,0.0,9.0,14.0,2025-08
La Liga 2,2025-08-29,Sp Gijon,Cultural Leonesa,1.0,0.0,10.0,3.0,4.0,1.0,0.0,0.0,17.0,9.0,2025-08
La Liga,2025-08-29,Valencia,Getafe,3.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,7.0,11.0,2025-08
League 2,2025-08-29,Salford,Cheltenham,1.0,1.0,14.0,1.0,2.0,1.0,0.0,0.0,26.0,5.0,2025-08
Bundesliga 2,2025-08-29,Hertha,Elversberg,0.0,2.0,4.0,4.0,6.0,2.0,1.0,0.0,7.0,16.0,2025-08
Bundesliga 2,2025-08-29,Nurnberg,Paderborn,0.0,0.0,7.0,5.0,3.0,4.0,0.0,0.0,14.0,15.0,2025-08
Ligue 2,2025-08-29,Dunkerque,Troyes,2.0,0.0,2.0,11.0,1.0,1.0,0.0,0.0,6.0,11.0,2025-08
Ligue 2,2025-08-29,Laval,Clermont,0.0,0.0,13.0,5.0,2.0,0.0,0.0,0.0,10.0,11.0,2025-08
Ligue 2,2025-08-29,Montpellier,Amiens,1.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,20.0,6.0,2025-08
Eredivisie,2025-08-29,Groningen,Heracles,4.0,0.0,6.0,3.0,2.0,1.0,0.0,0.0,17.0,8.0,2025-08
Jupiler Pro League,2025-08-29,Cercle Brugge,St Truiden,1.0,1.0,3.0,8.0,2.0,1.0,0.0,0.0,13.0,17.0,2025-08
Serie B,2025-08-29,Reggiana,Empoli,3.0,1.0,8.0,2.0,0.0,1.0,0.0,2.0,16.0,3.0,2025-08
Ligue 2,2025-08-29,Nancy,Pau FC,2.0,2.0,11.0,3.0,1.0,1.0,0.0,0.0,15.0,15.0,2025-08
Ligue 1,2025-08-29,Lens,Brest,3.0,1.0,15.0,1.0,1.0,3.0,0.0,1.0,30.0,9.0,2025-08
Primeira Liga,2025-08-29,Gil Vicente,Moreirense,2.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,12.0,10.0,2025-08
La Liga 2,2025-08-29,Sociedad B,Almeria,2.0,2.0,2.0,8.0,3.0,4.0,0.0,0.0,9.0,16.0,2025-08
Turkey Super Lig,2025-08-29,Goztep,Konyaspor,1.0,1.0,5.0,6.0,2.0,2.0,0.0,0.0,18.0,10.0,2025-08
Championship,2025-08-29,Leicester,Birmingham,2.0,0.0,1.0,7.0,3.0,3.0,0.0,0.0,5.0,11.0,2025-08
La Liga,2025-08-29,Elche,Levante,2.0,0.0,4.0,2.0,1.0,2.0,0.0,0.0,16.0,11.0,2025-08
Ligue 2,2025-08-29,Rodez,Boulogne,1.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,12.0,21.0,2025-08
Ligue 2,2025-08-29,Red Star,Annecy,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,5.0,5.0,2025-08
Bundesliga,2025-08-29,Hamburg,St Pauli,0.0,2.0,2.0,5.0,3.0,3.0,1.0,0.0,5.0,17.0,2025-08
Serie A,2025-08-29,Lecce,Milan,0.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,7.0,14.0,2025-08
Serie A,2025-08-29,Cremonese,Sassuolo,3.0,2.0,5.0,4.0,2.0,2.0,0.0,0.0,11.0,9.0,2025-08
La Liga,2025-08-27,Celta,Betis,1.0,1.0,10.0,4.0,1.0,2.0,0.0,0.0,14.0,7.0,2025-08
National League,2025-08-25,Yeovil,Gateshead,3.0,4.0,,,1.0,3.0,0.0,0.0,,,2025-08
National League,2025-08-25,Boreham Wood,Truro,2.0,1.0,,,2.0,2.0,0.0,0.0,,,2025-08
National League,2025-08-25,Altrincham,Solihull,2.0,0.0,,,4.0,1.0,0.0,0.0,,,2025-08
