League,Date,HomeTeam,AwayTeam,FTHG,FTAG,HC,AC,HY,AY,HR,AR,HS,AS,year_month
Premier League,2026-05-24,Sunderland,Chelsea,2.0,1.0,7.0,7.0,3.0,2.0,0.0,0.0,20.0,10.0,2026-05
Premier League,2026-05-24,West Ham,Leeds,3.0,0.0,6.0,4.0,0.0,3.0,0.0,0.0,16.0,13.0,2026-05
La Liga 2,2026-05-24,Sp Gijon,Almeria,3.0,1.0,4.0,8.0,4.0,5.0,0.0,0.0,13.0,20.0,2026-05
La Liga 2,2026-05-24,Valladolid,La Coruna,0.0,2.0,6.0,3.0,5.0,1.0,1.0,0.0,15.0,9.0,2026-05
Premier League,2026-05-24,Tottenham,Everton,1.0,0.0,6.0,2.0,5.0,3.0,0.0,1.0,21.0,8.0,2026-05
La Liga 2,2026-05-24,Mirandes,Granada,3.0,1.0,5.0,6.0,1.0,4.0,0.0,0.0,18.0,10.0,2026-05
La Liga 2,2026-05-24,Cadiz,Leganes,3.0,0.0,4.0,6.0,5.0,4.0,0.0,0.0,12.0,12.0,2026-05
Serie A,2026-05-24,Torino,Juventus,2.0,2.0,6.0,6.0,1.0,2.0,0.0,0.0,12.0,17.0,2026-05
Serie A,2026-05-24,Verona,Roma,0.0,2.0,6.0,6.0,3.0,1.0,1.0,0.0,8.0,19.0,2026-05
Serie A,2026-05-24,Milan,Cagliari,1.0,2.0,5.0,5.0,2.0,2.0,0.0,0.0,16.0,25.0,2026-05
Serie A,2026-05-24,Cremonese,Como,1.0,4.0,2.0,4.0,4.0,2.0,3.0,0.0,6.0,15.0,2026-05
Serie A,2026-05-24,Napoli,Udinese,1.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,14.0,10.0,2026-05
La Liga,2026-05-24,Villarreal,Ath Madrid,5.0,1.0,5.0,9.0,0.0,1.0,0.0,0.0,14.0,9.0,2026-05
La Liga 2,2026-05-24,Malaga,Santander,1.0,1.0,5.0,7.0,1.0,5.0,0.0,0.0,17.0,21.0,2026-05
La Liga 2,2026-05-24,Albacete,Sociedad B,3.0,1.0,6.0,6.0,1.0,0.0,0.0,0.0,20.0,12.0,2026-05
La Liga 2,2026-05-24,Cultural Leonesa,Burgos,0.0,2.0,9.0,0.0,4.0,3.0,0.0,0.0,16.0,9.0,2026-05
La Liga 2,2026-05-24,Eibar,Cordoba,2.0,0.0,2.0,13.0,2.0,3.0,0.0,0.0,9.0,20.0,2026-05
La Liga 2,2026-05-24,Huesca,Castellon,0.0,1.0,2.0,9.0,4.0,0.0,0.0,0.0,7.0,16.0,2026-05
La Liga 2,2026-05-24,Las Palmas,Zaragoza,1.0,1.0,4.0,6.0,0.0,5.0,0.0,0.0,13.0,8.0,2026-05
La Liga 2,2026-05-24,Andorra,Ceuta,0.0,2.0,2.0,0.0,6.0,3.0,1.0,0.0,11.0,4.0,2026-05
La Liga,2026-05-23,Mallorca,Oviedo,3.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,23.0,7.0,2026-05
Serie A,2026-05-23,Lazio,Pisa,2.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,15.0,8.0,2026-05
La Liga,2026-05-23,Alaves,Vallecano,1.0,2.0,10.0,5.0,3.0,3.0,0.0,0.0,19.0,15.0,2026-05
La Liga,2026-05-23,Betis,Levante,2.0,1.0,4.0,8.0,1.0,2.0,0.0,0.0,18.0,15.0,2026-05
La Liga,2026-05-23,Celta,Sevilla,1.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,12.0,9.0,2026-05
La Liga,2026-05-23,Espanol,Sociedad,1.0,1.0,3.0,5.0,1.0,3.0,0.0,0.0,17.0,9.0,2026-05
La Liga,2026-05-23,Real Madrid,Ath Bilbao,4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,13.0,8.0,2026-05
La Liga,2026-05-23,Getafe,Osasuna,1.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,6.0,11.0,2026-05
Serie A,2026-05-23,Bologna,Inter,3.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0,11.0,11.0,2026-05
Jupiler Pro League,2026-05-23,Antwerp,Westerlo,2.0,0.0,6.0,6.0,3.0,2.0,0.0,0.0,17.0,8.0,2026-05
La Liga,2026-05-23,Girona,Elche,1.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,10.0,3.0,2026-05
La Liga,2026-05-23,Valencia,Barcelona,3.0,1.0,7.0,8.0,2.0,2.0,0.0,0.0,19.0,11.0,2026-05
Jupiler Pro League,2026-05-23,Oud-Heverlee Leuven,Genk,0.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,15.0,11.0,2026-05
Jupiler Pro League,2026-05-23,Standard,Charleroi,0.0,2.0,6.0,9.0,3.0,5.0,0.0,1.0,7.0,13.0,2026-05
Friendly,2026-05-22,Mexico,Ghana,2.0,0.0,,,,,,,,,2026-05
Serie A,2026-05-22,Fiorentina,Atalanta,1.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,11.0,21.0,2026-05
Jupiler Pro League,2026-05-21,Mechelen,Club Brugge,2.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,14.0,18.0,2026-05
Jupiler Pro League,2026-05-21,Gent,St. Gilloise,0.0,0.0,8.0,5.0,4.0,0.0,0.0,0.0,9.0,15.0,2026-05
Jupiler Pro League,2026-05-21,Anderlecht,St Truiden,3.0,1.0,8.0,9.0,2.0,2.0,0.0,0.0,20.0,12.0,2026-05
Super League Greece,2026-05-21,Kifisia,Larisa,3.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,21.0,16.0,2026-05
Super League Greece,2026-05-21,Atromitos,Panserraikos,6.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,15.0,5.0,2026-05
Super League Greece,2026-05-21,Panetolikos,Asteras Tripolis,1.0,2.0,5.0,7.0,1.0,5.0,0.0,1.0,19.0,11.0,2026-05
Jupiler Pro League,2026-05-19,Westerlo,Standard,1.0,2.0,6.0,1.0,3.0,2.0,0.0,0.0,24.0,12.0,2026-05
Premier League,2026-05-19,Chelsea,Tottenham,2.0,1.0,3.0,4.0,4.0,3.0,0.0,0.0,9.0,9.0,2026-05
Premier League,2026-05-19,Bournemouth,Man City,1.0,1.0,7.0,6.0,4.0,2.0,0.0,0.0,10.0,14.0,2026-05
Jupiler Pro League,2026-05-19,Charleroi,Oud-Heverlee Leuven,1.0,1.0,14.0,6.0,0.0,0.0,0.0,0.0,23.0,11.0,2026-05
Jupiler Pro League,2026-05-19,Genk,Antwerp,0.0,0.0,11.0,3.0,0.0,2.0,0.0,0.0,34.0,13.0,2026-05
La Liga 2,2026-05-18,Leganes,Huesca,0.0,0.0,3.0,7.0,2.0,2.0,0.0,0.0,13.0,10.0,2026-05
Premier League,2026-05-18,Arsenal,Burnley,1.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,13.0,5.0,2026-05
Eredivisie,2026-05-17,PSV Eindhoven,Twente,5.0,1.0,11.0,9.0,1.0,1.0,0.0,0.0,13.0,18.0,2026-05
Premier League,2026-05-17,Man United,Nott'm Forest,3.0,2.0,7.0,6.0,2.0,1.0,0.0,0.0,29.0,11.0,2026-05
Jupiler Pro League,2026-05-17,Anderlecht,Mechelen,2.0,2.0,2.0,2.0,0.0,4.0,0.0,0.0,13.0,9.0,2026-05
Jupiler Pro League,2026-05-17,Club Brugge,St. Gilloise,5.0,0.0,6.0,10.0,1.0,2.0,0.0,0.0,17.0,22.0,2026-05
Eredivisie,2026-05-17,Zwolle,Feyenoord,0.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,7.0,22.0,2026-05
Eredivisie,2026-05-17,Volendam,Telstar,1.0,2.0,7.0,0.0,2.0,2.0,0.0,0.0,17.0,7.0,2026-05
Eredivisie,2026-05-17,Utrecht,For Sittard,2.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,18.0,13.0,2026-05
Eredivisie,2026-05-17,Sparta Rotterdam,Excelsior,2.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0,17.0,16.0,2026-05
Eredivisie,2026-05-17,Nijmegen,Go Ahead Eagles,2.0,1.0,13.0,4.0,1.0,2.0,0.0,0.0,37.0,3.0,2026-05
Ligue 1,2026-05-17,Lyon,Lens,0.0,4.0,20.0,8.0,1.0,4.0,0.0,0.0,16.0,14.0,2026-05
Eredivisie,2026-05-17,Heracles,Groningen,1.0,2.0,9.0,5.0,1.0,1.0,0.0,0.0,11.0,16.0,2026-05
Eredivisie,2026-05-17,AZ Alkmaar,NAC Breda,3.0,3.0,7.0,6.0,1.0,1.0,0.0,0.0,16.0,17.0,2026-05
Bundesliga 2,2026-05-17,Magdeburg,Kaiserslautern,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,13.0,8.0,2026-05
Super League Greece,2026-05-17,Panserraikos,Panetolikos,1.0,1.0,4.0,2.0,3.0,2.0,0.0,0.0,14.0,12.0,2026-05
Super League Greece,2026-05-17,OFI Crete,Volos NFC,3.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,20.0,15.0,2026-05
Super League Greece,2026-05-17,AEK,Olympiakos,1.0,1.0,4.0,3.0,3.0,3.0,0.0,0.0,11.0,13.0,2026-05
Bundesliga 2,2026-05-17,Schalke 04,Braunschweig,1.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,13.0,6.0,2026-05
Premier League,2026-05-17,Brentford,Crystal Palace,2.0,2.0,9.0,4.0,1.0,3.0,0.0,0.0,14.0,16.0,2026-05
Ligue 1,2026-05-17,Strasbourg,Monaco,5.0,4.0,4.0,6.0,1.0,2.0,0.0,0.0,15.0,21.0,2026-05
Bundesliga 2,2026-05-17,Darmstadt,Paderborn,0.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,23.0,7.0,2026-05
Bundesliga 2,2026-05-17,Greuther Furth,Fortuna Dusseldorf,3.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,13.0,12.0,2026-05
Bundesliga 2,2026-05-17,Karlsruhe,Bochum,1.0,2.0,11.0,2.0,2.0,4.0,0.0,0.0,16.0,11.0,2026-05
Bundesliga 2,2026-05-17,Hannover,Nurnberg,3.0,3.0,8.0,7.0,3.0,5.0,0.0,0.0,23.0,18.0,2026-05
Serie A,2026-05-17,Atalanta,Bologna,0.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,10.0,10.0,2026-05
Bundesliga 2,2026-05-17,Elversberg,Preußen Münster,3.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,11.0,5.0,2026-05
Turkey Super Lig,2026-05-17,Antalyaspor,Kocaelispor,1.0,0.0,2.0,4.0,6.0,6.0,0.0,0.0,16.0,7.0,2026-05
Bundesliga 2,2026-05-17,Bielefeld,Hertha,6.0,1.0,9.0,2.0,3.0,0.0,0.0,0.0,27.0,9.0,2026-05
Bundesliga 2,2026-05-17,Dresden,Holstein Kiel,2.0,1.0,3.0,9.0,2.0,3.0,0.0,0.0,10.0,9.0,2026-05
Serie A,2026-05-17,Cagliari,Torino,2.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,13.0,10.0,2026-05
Serie A,2026-05-17,Sassuolo,Lecce,2.0,3.0,2.0,8.0,1.0,4.0,0.0,0.0,15.0,11.0,2026-05
Serie A,2026-05-17,Udinese,Cremonese,0.0,1.0,5.0,5.0,1.0,3.0,0.0,0.0,10.0,7.0,2026-05
Turkey Super Lig,2026-05-17,Trabzonspor,Genclerbirligi,0.0,3.0,5.0,3.0,1.0,1.0,0.0,0.0,11.0,13.0,2026-05
Turkey Super Lig,2026-05-17,Kasimpasa,Galatasaray,1.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,5.0,12.0,2026-05
Turkey Super Lig,2026-05-17,Fenerbahce,Eyupspor,3.0,3.0,6.0,0.0,5.0,3.0,0.0,0.0,19.0,6.0,2026-05
Super League Greece,2026-05-17,Panathinaikos,PAOK,2.0,2.0,10.0,6.0,2.0,2.0,0.0,0.0,17.0,17.0,2026-05
Eredivisie,2026-05-17,Heerenveen,Ajax,0.0,0.0,10.0,6.0,0.0,3.0,0.0,0.0,16.0,23.0,2026-05
Ligue 1,2026-05-17,Paris FC,Paris SG,2.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,17.0,9.0,2026-05
La Liga,2026-05-17,Osasuna,Espanol,1.0,2.0,9.0,2.0,1.0,2.0,0.0,0.0,24.0,7.0,2026-05
La Liga,2026-05-17,Elche,Getafe,1.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,10.0,4.0,2026-05
Serie A,2026-05-17,Pisa,Napoli,0.0,3.0,1.0,6.0,2.0,2.0,0.0,0.0,4.0,10.0,2026-05
La Liga,2026-05-17,Ath Bilbao,Celta,1.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,27.0,3.0,2026-05
Premiership Escocia,2026-05-17,St Mirren,Dundee United,1.0,1.0,10.0,2.0,0.0,2.0,0.0,0.0,17.0,6.0,2026-05
Premiership Escocia,2026-05-17,Livingston,Kilmarnock,1.0,4.0,6.0,1.0,1.0,2.0,0.0,0.0,9.0,14.0,2026-05
Premiership Escocia,2026-05-17,Dundee,Aberdeen,3.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,11.0,9.0,2026-05
Premier League,2026-05-17,Newcastle,West Ham,3.0,1.0,9.0,1.0,1.0,3.0,0.0,0.0,15.0,15.0,2026-05
Premier League,2026-05-17,Wolves,Fulham,1.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,11.0,13.0,2026-05
Premier League,2026-05-17,Leeds,Brighton,1.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,7.0,19.0,2026-05
Premier League,2026-05-17,Everton,Sunderland,1.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,10.0,7.0,2026-05
La Liga 2,2026-05-17,La Coruna,Andorra,2.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,14.0,11.0,2026-05
La Liga 2,2026-05-17,Zaragoza,Sp Gijon,1.0,3.0,9.0,2.0,1.0,3.0,0.0,0.0,16.0,10.0,2026-05
La Liga,2026-05-17,Ath Madrid,Girona,1.0,0.0,9.0,8.0,2.0,0.0,0.0,0.0,17.0,25.0,2026-05
Serie A,2026-05-17,Genoa,Milan,1.0,2.0,4.0,4.0,2.0,3.0,0.0,0.0,11.0,8.0,2026-05
Serie A,2026-05-17,Como,Parma,1.0,0.0,15.0,2.0,2.0,0.0,0.0,0.0,23.0,2.0,2026-05
La Liga,2026-05-17,Levante,Mallorca,2.0,0.0,4.0,6.0,2.0,0.0,1.0,1.0,15.0,8.0,2026-05
Ligue 1,2026-05-17,Nice,Metz,0.0,0.0,10.0,4.0,2.0,1.0,0.0,0.0,22.0,16.0,2026-05
La Liga,2026-05-17,Oviedo,Alaves,0.0,1.0,5.0,2.0,3.0,1.0,0.0,0.0,8.0,7.0,2026-05
Super League Greece,2026-05-17,Aris,Levadeiakos,3.0,0.0,11.0,0.0,2.0,6.0,0.0,1.0,21.0,5.0,2026-05
Ligue 1,2026-05-17,Nantes,Toulouse,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2026-05
Ligue 1,2026-05-17,Marseille,Rennes,3.0,1.0,4.0,11.0,3.0,1.0,0.0,0.0,27.0,27.0,2026-05
Serie A,2026-05-17,Inter,Verona,1.0,1.0,10.0,2.0,0.0,2.0,0.0,0.0,17.0,14.0,2026-05
Ligue 1,2026-05-17,Lorient,Le Havre,0.0,2.0,5.0,1.0,2.0,1.0,0.0,0.0,12.0,7.0,2026-05
Ligue 1,2026-05-17,Lille,Auxerre,0.0,2.0,4.0,2.0,3.0,2.0,0.0,0.0,12.0,7.0,2026-05
Ligue 1,2026-05-17,Brest,Angers,1.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,18.0,8.0,2026-05
Serie A,2026-05-17,Roma,Lazio,2.0,0.0,8.0,3.0,2.0,3.0,1.0,1.0,16.0,6.0,2026-05
Turkey Super Lig,2026-05-17,Kayserispor,Konyaspor,2.0,1.0,4.0,3.0,0.0,2.0,0.0,1.0,15.0,16.0,2026-05
Serie A,2026-05-17,Juventus,Fiorentina,0.0,2.0,6.0,2.0,1.0,3.0,0.0,1.0,26.0,10.0,2026-05
La Liga,2026-05-17,Barcelona,Betis,3.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,15.0,7.0,2026-05
La Liga,2026-05-17,Vallecano,Villarreal,2.0,0.0,1.0,9.0,2.0,1.0,0.0,0.0,15.0,11.0,2026-05
La Liga,2026-05-17,Sociedad,Valencia,3.0,4.0,3.0,2.0,4.0,0.0,0.0,1.0,8.0,13.0,2026-05
La Liga,2026-05-17,Sevilla,Real Madrid,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,14.0,12.0,2026-05
Bundesliga,2026-05-16,M'gladbach,Hoffenheim,4.0,0.0,2.0,9.0,4.0,6.0,0.0,1.0,9.0,11.0,2026-05
Bundesliga,2026-05-16,Heidenheim,Mainz,0.0,2.0,6.0,3.0,1.0,1.0,0.0,0.0,15.0,15.0,2026-05
Bundesliga,2026-05-16,Leverkusen,Hamburg,1.0,1.0,8.0,3.0,1.0,2.0,0.0,0.0,26.0,19.0,2026-05
Bundesliga,2026-05-16,Werder Bremen,Dortmund,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,9.0,17.0,2026-05
Bundesliga,2026-05-16,St Pauli,Wolfsburg,1.0,3.0,8.0,9.0,2.0,3.0,0.0,0.0,11.0,19.0,2026-05
Bundesliga,2026-05-16,Union Berlin,Augsburg,4.0,0.0,4.0,9.0,3.0,1.0,0.0,0.0,17.0,11.0,2026-05
Bundesliga,2026-05-16,Ein Frankfurt,Stuttgart,2.0,2.0,6.0,6.0,2.0,3.0,0.0,0.0,16.0,13.0,2026-05
Bundesliga,2026-05-16,Freiburg,RB Leipzig,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0,14.0,2026-05
Primeira Liga,2026-05-16,Famalicao,Alverca,1.0,0.0,6.0,5.0,1.0,2.0,0.0,0.0,11.0,7.0,2026-05
Super League Greece,2026-05-16,Larisa,Atromitos,2.0,1.0,3.0,6.0,1.0,4.0,0.0,0.0,11.0,14.0,2026-05
Super League Greece,2026-05-16,Asteras Tripolis,Kifisia,0.0,0.0,11.0,2.0,1.0,5.0,0.0,0.0,25.0,8.0,2026-05
Bundesliga,2026-05-16,Bayern Munich,FC Koln,5.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,19.0,9.0,2026-05
Turkey Super Lig,2026-05-16,Karagumruk,Alanyaspor,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,11.0,2026-05
La Liga 2,2026-05-16,Almeria,Las Palmas,1.0,2.0,5.0,5.0,3.0,1.0,1.0,0.0,18.0,14.0,2026-05
Primeira Liga,2026-05-16,Sp Lisbon,Gil Vicente,3.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,15.0,10.0,2026-05
La Liga 2,2026-05-16,Sociedad B,Mirandes,2.0,2.0,5.0,2.0,1.0,2.0,0.0,0.0,17.0,3.0,2026-05
Friendly,2026-05-16,Republic of Ireland,Grenada,5.0,0.0,,,,,,,,,2026-05
La Liga 2,2026-05-16,Santander,Valladolid,4.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,11.0,11.0,2026-05
Jupiler Pro League,2026-05-16,Charleroi,Westerlo,0.0,1.0,8.0,5.0,3.0,2.0,0.0,0.0,10.0,13.0,2026-05
La Liga 2,2026-05-16,Ceuta,Malaga,1.0,4.0,5.0,1.0,4.0,2.0,0.0,0.0,14.0,11.0,2026-05
Primeira Liga,2026-05-16,Arouca,Tondela,3.0,1.0,5.0,6.0,3.0,1.0,0.0,0.0,16.0,11.0,2026-05
Primeira Liga,2026-05-16,Nacional,Guimaraes,2.0,0.0,2.0,6.0,4.0,3.0,0.0,0.0,5.0,13.0,2026-05
Premiership Escocia,2026-05-16,Celtic,Hearts,3.0,1.0,9.0,6.0,6.0,3.0,0.0,0.0,14.0,12.0,2026-05
Primeira Liga,2026-05-16,Estoril,Benfica,1.0,3.0,2.0,9.0,3.0,2.0,0.0,0.0,16.0,19.0,2026-05
Primeira Liga,2026-05-16,Sp Braga,Estrela,2.0,2.0,7.0,1.0,1.0,5.0,0.0,1.0,14.0,6.0,2026-05
Primeira Liga,2026-05-16,Porto,Santa Clara,1.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,14.0,11.0,2026-05
La Liga 2,2026-05-16,Cultural Leonesa,Eibar,2.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,8.0,14.0,2026-05
Primeira Liga,2026-05-16,Moreirense,AVS,0.0,0.0,5.0,3.0,2.0,3.0,0.0,0.0,13.0,8.0,2026-05
Primeira Liga,2026-05-16,Casa Pia,Rio Ave,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,20.0,6.0,2026-05
Jupiler Pro League,2026-05-16,St Truiden,Gent,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,16.0,12.0,2026-05
Premiership Escocia,2026-05-16,Hibernian,Motherwell,0.0,1.0,7.0,4.0,5.0,3.0,0.0,1.0,11.0,14.0,2026-05
Jupiler Pro League,2026-05-16,Standard,Genk,0.0,0.0,5.0,4.0,1.0,2.0,0.0,0.0,10.0,22.0,2026-05
La Liga 2,2026-05-16,Granada,Burgos,0.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,8.0,8.0,2026-05
Turkey Super Lig,2026-05-16,Samsunspor,Goztep,3.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0,14.0,22.0,2026-05
Turkey Super Lig,2026-05-16,Gaziantep,Buyuksehyr,1.0,2.0,6.0,3.0,3.0,2.0,0.0,0.0,11.0,9.0,2026-05
Premiership Escocia,2026-05-16,Falkirk,Rangers,2.0,5.0,7.0,4.0,3.0,0.0,0.0,0.0,8.0,15.0,2026-05
La Liga 2,2026-05-15,Cordoba,Albacete,1.0,2.0,12.0,7.0,3.0,1.0,0.0,0.0,31.0,12.0,2026-05
Jupiler Pro League,2026-05-15,Oud-Heverlee Leuven,Antwerp,3.0,0.0,1.0,11.0,1.0,1.0,0.0,0.0,11.0,14.0,2026-05
La Liga 2,2026-05-15,Castellon,Cadiz,1.0,1.0,6.0,1.0,3.0,6.0,0.0,0.0,19.0,4.0,2026-05
